5.000050000000000328e-01 5.000050000000000328e-01 5.509119265057826453e+00
5.000050000000000328e-01 1.500015000000000098e+00 7.640779889348217502e+00
5.000050000000000328e-01 2.500024999999999942e+00 7.396418114867787885e+00
5.000050000000000328e-01 3.500035000000000451e+00 6.803194430013705940e+00
5.000050000000000328e-01 4.500045000000000073e+00 7.059328464763814814e+00
5.000050000000000328e-01 5.500055000000000582e+00 6.785786378672235664e+00
5.000050000000000328e-01 6.500065000000000204e+00 6.570741302499795822e+00
5.000050000000000328e-01 7.500075000000000713e+00 6.147549227279657913e+00
5.000050000000000328e-01 8.500085000000000335e+00 5.674454398503867125e+00
5.000050000000000328e-01 9.500094999999999956e+00 5.265977321144353240e+00
5.000050000000000328e-01 1.050010500000000135e+01 4.922506926686654793e+00
5.000050000000000328e-01 1.150011500000000098e+01 4.735973627338641023e+00
5.000050000000000328e-01 1.250012500000000060e+01 4.546202632858641124e+00
5.000050000000000328e-01 1.350013500000000022e+01 4.320216343539155623e+00
5.000050000000000328e-01 1.450014500000000162e+01 4.076048488076699172e+00
5.000050000000000328e-01 1.550015500000000124e+01 3.837295234697292834e+00
5.000050000000000328e-01 1.650016500000000264e+01 3.554356304234291386e+00
5.000050000000000328e-01 1.750017500000000226e+01 3.322115845670944978e+00
5.000050000000000328e-01 1.850018500000000188e+01 3.066964007878441922e+00
5.000050000000000328e-01 1.950019500000000150e+01 2.899547614073326951e+00
5.000050000000000328e-01 2.050020500000000112e+01 2.795194469963179440e+00
5.000050000000000328e-01 2.150021500000000074e+01 2.721588317855971884e+00
5.000050000000000328e-01 2.250022500000000036e+01 2.757257170997629014e+00
5.000050000000000328e-01 2.350023499999999999e+01 2.845003573521659668e+00
5.000050000000000328e-01 2.450024500000000316e+01 2.984140333529727407e+00
5.000050000000000328e-01 2.550025500000000278e+01 3.160078688914461420e+00
5.000050000000000328e-01 2.650026500000000240e+01 3.396781182196482174e+00
5.000050000000000328e-01 2.750027500000000202e+01 3.741116003069322460e+00
5.000050000000000328e-01 2.850028500000000165e+01 4.088561521928585130e+00
5.000050000000000328e-01 2.950029500000000127e+01 4.580797479410446016e+00
5.000050000000000328e-01 3.050030500000000089e+01 4.968931365526652044e+00
5.000050000000000328e-01 3.150031500000000051e+01 5.650094540342006866e+00
5.000050000000000328e-01 3.250032500000000368e+01 6.425411907577436743e+00
5.000050000000000328e-01 3.350033499999999975e+01 9.965986245696283774e+00
5.000050000000000328e-01 3.450034500000000293e+01 9.797345448481120656e+00
5.000050000000000328e-01 3.550035499999999900e+01 1.286859480402146971e+01
1.500015000000000098e+00 5.000050000000000328e-01 7.948426839580205794e+00
1.500015000000000098e+00 1.500015000000000098e+00 9.093632660423978109e+00
1.500015000000000098e+00 2.500024999999999942e+00 8.696391676045841734e+00
1.500015000000000098e+00 3.500035000000000451e+00 8.887909887070273740e+00
1.500015000000000098e+00 4.500045000000000073e+00 9.069543854820718565e+00
1.500015000000000098e+00 5.500055000000000582e+00 8.862577855409815797e+00
1.500015000000000098e+00 6.500065000000000204e+00 8.384269199710173481e+00
1.500015000000000098e+00 7.500075000000000713e+00 8.926220821169280839e+00
1.500015000000000098e+00 8.500085000000000335e+00 7.156658000247975160e+00
1.500015000000000098e+00 9.500094999999999956e+00 7.074577690577898537e+00
1.500015000000000098e+00 1.050010500000000135e+01 7.107496711925771038e+00
1.500015000000000098e+00 1.150011500000000098e+01 6.576009750280349841e+00
1.500015000000000098e+00 1.250012500000000060e+01 6.817986202177078070e+00
1.500015000000000098e+00 1.350013500000000022e+01 6.458463376925648092e+00
1.500015000000000098e+00 1.450014500000000162e+01 6.394230754685140461e+00
1.500015000000000098e+00 1.550015500000000124e+01 5.958166226953346190e+00
1.500015000000000098e+00 1.650016500000000264e+01 5.791303670787177005e+00
1.500015000000000098e+00 1.750017500000000226e+01 5.325414181957476067e+00
1.500015000000000098e+00 1.850018500000000188e+01 5.169043077629652316e+00
1.500015000000000098e+00 1.950019500000000150e+01 4.821365669663591369e+00
1.500015000000000098e+00 2.050020500000000112e+01 4.494398491116339045e+00
1.500015000000000098e+00 2.150021500000000074e+01 4.314205013218979090e+00
1.500015000000000098e+00 2.250022500000000036e+01 4.272425023399978983e+00
1.500015000000000098e+00 2.350023499999999999e+01 4.245983489970694968e+00
1.500015000000000098e+00 2.450024500000000316e+01 4.297176652255423335e+00
1.500015000000000098e+00 2.550025500000000278e+01 4.614476084705280812e+00
1.500015000000000098e+00 2.650026500000000240e+01 4.749475630310481478e+00
1.500015000000000098e+00 2.750027500000000202e+01 4.985493254233303695e+00
1.500015000000000098e+00 2.850028500000000165e+01 5.320749862335602209e+00
1.500015000000000098e+00 2.950029500000000127e+01 5.638510583744792193e+00
1.500015000000000098e+00 3.050030500000000089e+01 6.056227081963184489e+00
1.500015000000000098e+00 3.150031500000000051e+01 6.866375453467538748e+00
1.500015000000000098e+00 3.250032500000000368e+01 7.540656634594578023e+00
1.500015000000000098e+00 3.350033499999999975e+01 1.040611401691412397e+01
1.500015000000000098e+00 3.450034500000000293e+01 1.449680028243860264e+01
1.500015000000000098e+00 3.550035499999999900e+01 1.449680028243860264e+01
2.500024999999999942e+00 5.000050000000000328e-01 8.181549083528389943e+00
2.500024999999999942e+00 1.500015000000000098e+00 9.227288602866726919e+00
2.500024999999999942e+00 2.500024999999999942e+00 9.865992618256321123e+00
2.500024999999999942e+00 3.500035000000000451e+00 9.721547875364278113e+00
2.500024999999999942e+00 4.500045000000000073e+00 9.423986429384989094e+00
2.500024999999999942e+00 5.500055000000000582e+00 9.063350003219778017e+00
2.500024999999999942e+00 6.500065000000000204e+00 8.785738086336213115e+00
2.500024999999999942e+00 7.500075000000000713e+00 7.746865817901220197e+00
2.500024999999999942e+00 8.500085000000000335e+00 7.598791677627611207e+00
2.500024999999999942e+00 9.500094999999999956e+00 7.316895935173932664e+00
2.500024999999999942e+00 1.050010500000000135e+01 7.323142941526290528e+00
2.500024999999999942e+00 1.150011500000000098e+01 7.039853192425124639e+00
2.500024999999999942e+00 1.250012500000000060e+01 7.028304244619433483e+00
2.500024999999999942e+00 1.350013500000000022e+01 7.105107458992465652e+00
2.500024999999999942e+00 1.450014500000000162e+01 7.197264926178204902e+00
2.500024999999999942e+00 1.550015500000000124e+01 6.932830320243581035e+00
2.500024999999999942e+00 1.650016500000000264e+01 6.710593730902502330e+00
2.500024999999999942e+00 1.750017500000000226e+01 6.539602899340526854e+00
2.500024999999999942e+00 1.850018500000000188e+01 5.894548329498121575e+00
2.500024999999999942e+00 1.950019500000000150e+01 5.725335927896400001e+00
2.500024999999999942e+00 2.050020500000000112e+01 5.440460583944243034e+00
2.500024999999999942e+00 2.150021500000000074e+01 5.129146565590898987e+00
2.500024999999999942e+00 2.250022500000000036e+01 5.061579490474222176e+00
2.500024999999999942e+00 2.350023499999999999e+01 4.946027172383280934e+00
2.500024999999999942e+00 2.450024500000000316e+01 5.054315699157376329e+00
2.500024999999999942e+00 2.550025500000000278e+01 5.156446025441389303e+00
2.500024999999999942e+00 2.650026500000000240e+01 5.273587331275365386e+00
2.500024999999999942e+00 2.750027500000000202e+01 5.687160924270965090e+00
2.500024999999999942e+00 2.850028500000000165e+01 6.276051534006825250e+00
2.500024999999999942e+00 2.950029500000000127e+01 6.163833944617878480e+00
2.500024999999999942e+00 3.050030500000000089e+01 6.804266922294512021e+00
2.500024999999999942e+00 3.150031500000000051e+01 6.926680269920201027e+00
2.500024999999999942e+00 3.250032500000000368e+01 7.624329548049006533e+00
2.500024999999999942e+00 3.350033499999999975e+01 7.561965747555041695e+00
2.500024999999999942e+00 3.450034500000000293e+01 1.449680028243860264e+01
2.500024999999999942e+00 3.550035499999999900e+01 1.449680028243860264e+01
3.500035000000000451e+00 5.000050000000000328e-01 7.768957349534421297e+00
3.500035000000000451e+00 1.500015000000000098e+00 8.982761024646601200e+00
3.500035000000000451e+00 2.500024999999999942e+00 9.834773741870828090e+00
3.500035000000000451e+00 3.500035000000000451e+00 9.543823287974950276e+00
3.500035000000000451e+00 4.500045000000000073e+00 9.194788989774343335e+00
3.500035000000000451e+00 5.500055000000000582e+00 9.259905716150205635e+00
3.500035000000000451e+00 6.500065000000000204e+00 8.693064868580721694e+00
3.500035000000000451e+00 7.500075000000000713e+00 8.638280293853917158e+00
3.500035000000000451e+00 8.500085000000000335e+00 8.248480614296203939e+00
3.500035000000000451e+00 9.500094999999999956e+00 7.432555522812058335e+00
3.500035000000000451e+00 1.050010500000000135e+01 7.361832800876346283e+00
3.500035000000000451e+00 1.150011500000000098e+01 7.215327400531917235e+00
3.500035000000000451e+00 1.250012500000000060e+01 6.933648538624751723e+00
3.500035000000000451e+00 1.350013500000000022e+01 7.155095032160952329e+00
3.500035000000000451e+00 1.450014500000000162e+01 7.497777549207746972e+00
3.500035000000000451e+00 1.550015500000000124e+01 7.286630289443482233e+00
3.500035000000000451e+00 1.650016500000000264e+01 7.194812674788644280e+00
3.500035000000000451e+00 1.750017500000000226e+01 6.763631101023768188e+00
3.500035000000000451e+00 1.850018500000000188e+01 6.229255796133163159e+00
3.500035000000000451e+00 1.950019500000000150e+01 6.691283216625709684e+00
3.500035000000000451e+00 2.050020500000000112e+01 6.510072352874419543e+00
3.500035000000000451e+00 2.150021500000000074e+01 6.311318725159256182e+00
3.500035000000000451e+00 2.250022500000000036e+01 6.121523535542908512e+00
3.500035000000000451e+00 2.350023499999999999e+01 5.965025510845616274e+00
3.500035000000000451e+00 2.450024500000000316e+01 6.026604143563134564e+00
3.500035000000000451e+00 2.550025500000000278e+01 6.030249714822564222e+00
3.500035000000000451e+00 2.650026500000000240e+01 6.258917861596598797e+00
3.500035000000000451e+00 2.750027500000000202e+01 6.292556191301678759e+00
3.500035000000000451e+00 2.850028500000000165e+01 6.463013911084925844e+00
3.500035000000000451e+00 2.950029500000000127e+01 7.018037252109319724e+00
3.500035000000000451e+00 3.050030500000000089e+01 1.022464166416624209e+01
3.500035000000000451e+00 3.150031500000000051e+01 9.451859513712308924e+00
3.500035000000000451e+00 3.250032500000000368e+01 1.449680028243860264e+01
3.500035000000000451e+00 3.350033499999999975e+01 1.449680028243860264e+01
3.500035000000000451e+00 3.450034500000000293e+01 1.449680028243860264e+01
3.500035000000000451e+00 3.550035499999999900e+01 1.449680028243860264e+01
4.500045000000000073e+00 5.000050000000000328e-01 7.044236586391932953e+00
4.500045000000000073e+00 1.500015000000000098e+00 9.168019206090416873e+00
4.500045000000000073e+00 2.500024999999999942e+00 9.544011219429949122e+00
4.500045000000000073e+00 3.500035000000000451e+00 9.773805787475639661e+00
4.500045000000000073e+00 4.500045000000000073e+00 8.893537203157423576e+00
4.500045000000000073e+00 5.500055000000000582e+00 8.751140899315407395e+00
4.500045000000000073e+00 6.500065000000000204e+00 8.365412530481396658e+00
4.500045000000000073e+00 7.500075000000000713e+00 8.587130296501108262e+00
4.500045000000000073e+00 8.500085000000000335e+00 8.480010289328060225e+00
4.500045000000000073e+00 9.500094999999999956e+00 8.115352402327083325e+00
4.500045000000000073e+00 1.050010500000000135e+01 7.626801703565662116e+00
4.500045000000000073e+00 1.150011500000000098e+01 7.896173720539110263e+00
4.500045000000000073e+00 1.250012500000000060e+01 7.840418425742896602e+00
