3.228702286700000368e-01 0.000000000000000000e+00
9.686106860100001104e-01 2.508598079515007129e+01
1.614351143350000184e+00 2.508598079515007129e+01
2.260091600690000035e+00 2.508598079515007129e+01
2.905832058030000553e+00 2.508598079515007129e+01
3.551572515370000183e+00 2.508598079515007129e+01
4.197312972710000700e+00 2.508598079515007129e+01
4.843053430050000330e+00 2.508598079515007129e+01
5.488793887390000847e+00 2.508598079515007129e+01
6.134534344730000477e+00 2.508598079515007129e+01
6.780274802070000995e+00 2.508598079515007129e+01
7.426015259410000624e+00 2.508598079515007129e+01
8.071755716750001142e+00 2.508598079515007129e+01
8.717496174090001659e+00 2.508598079515007129e+01
9.363236631430000401e+00 2.508598079515007129e+01
1.000897708877000092e+01 6.860610275538876479e+00
1.065471754611000144e+01 4.874759619115422993e+00
1.130045800345000195e+01 4.304298712027249785e+00
1.194619846079000069e+01 3.952971796013668104e+00
1.259193891813000121e+01 3.702259294774400189e+00
1.323767937547000173e+01 3.292868499973124585e+00
1.388341983281000225e+01 3.032678109118369658e+00
1.452916029015000099e+01 2.549595784471500703e+00
1.517490074749000151e+01 2.345346619446542213e+00
1.582064120483000202e+01 2.423307647573123891e+00
1.646638166217000077e+01 3.187339740890323458e+00
1.711212211951000128e+01 3.210380327953898938e+00
1.775786257685000180e+01 2.991839708694921107e+00
1.840360303419000232e+01 2.918874618781044372e+00
1.904934349153000284e+01 2.954242260341296777e+00
1.969508394887000335e+01 3.401176283690415136e+00
2.034082440621000387e+01 4.549492935559879214e+00
2.098656486355000084e+01 6.028564142391259040e+00
2.163230532089000135e+01 6.300103822313205981e+00
2.227804577823000187e+01 5.956366303184138289e+00
2.292378623557000239e+01 5.783730834636147122e+00
2.356952669291000291e+01 5.905682969346216282e+00
2.421526715025000343e+01 6.535304538441144118e+00
2.486100760759000394e+01 7.113940396125503440e+00
2.550674806493000446e+01 8.172023042833796325e+00
2.615248852227000143e+01 8.352515806062578818e+00
2.679822897961000194e+01 8.376706955999619453e+00
2.744396943695000246e+01 8.664567710675543211e+00
2.808970989429000298e+01 9.658988071490529848e+00
2.873545035163000350e+01 9.800992280312026850e+00
2.938119080897000401e+01 1.060260223243562017e+01
3.002693126631000453e+01 1.257474351578886562e+01
3.067267172365000505e+01 1.312852427347178796e+01
3.131841218099000201e+01 1.382415555641075500e+01
3.196415263833000253e+01 1.508598079515007129e+01
